,EIN,URL,PHONE,HOURS
4172,430949110,http://www.freewebs.com/elkrivergolfcourse/,4174753208,
4173,430949394,http://ciltf.org/index.cfm?zone=/unionactive/contact.cfm,8163316862,
4174,430949537,,4176823755,
4175,430949542,http://www.lauraingallswilderhome.com/,4179243626,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4176,430949939,http://www.stmatthewsraytown.org/,8163534592,
4177,430950002,http://locator.lcms.org/nchurches_frm/c_detail.asp?C214572,5735478676,
4178,430950642,http://www.industrialaid.com/,3147733200,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4179,430950712,http://msb.dese.mo.gov/,3147764320,
4180,430950805,,3145345400,
4181,430951198,https://fbckcmo.org/,8168613252,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4182,430951532,https://templeheightsmanor.business.site/,8163589533,"{'hours': {'monday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'tuesday': {'opens_at': '09:00', 'closes_at': '14:00'}, 'wednesday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'thursday': {'opens_at': '09:00', 'closes_at': '14:00'}, 'friday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4183,430951821,http://www.legion.org/,6369373000,
4184,430953286,http://www.jcymca.org/,5737619530,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4185,430953816,,,
4186,430953838,https://www.gasastl.org/,3142313188,"{'hours': {'monday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'tuesday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'wednesday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'thursday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4187,430954529,http://www.riverroadslutheranschool.org/,3143880300,
4188,430955225,http://www.goodss.org/,3144690606,
4189,430955312,http://newlifecity.church/,8164217729,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4190,430955516,http://monaz.org/,3149628977,"{'hours': {'monday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'tuesday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'wednesday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'thursday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4191,430955679,https://goo.gl/WBcTSB,3144696622,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'thursday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'friday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4192,430956146,http://www.semobh.org/,5737565749,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4193,430956861,,5738883885,
4194,430957303,http://www.ourredeemerkc.com/,8162412334,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4195,430957840,http://www.swopehealth.org/,8169235800,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4196,430958608,http://www.uccc.org/,3147260148,"{'hours': {'monday': {'opens_at': '07:00', 'closes_at': '18:00'}, 'tuesday': {'opens_at': '07:00', 'closes_at': '18:00'}, 'wednesday': {'opens_at': '07:00', 'closes_at': '18:00'}, 'thursday': {'opens_at': '07:00', 'closes_at': '18:00'}, 'friday': {'opens_at': '07:00', 'closes_at': '18:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4197,430959147,,8165834423,
4198,430960330,http://www.monroecitymanor.com/,5737354850,
4199,430961648,,4178664359,
4200,430962180,http://www.earthwiseindustriestroy.com/,6365288869,
4201,430962931,,,
4202,430963798,http://www.centurylink.com/,8002538353,
4203,430965295,https://www.afastl.org/,6364052701,
4204,430965532,http://www.tririversfamilyplanning.org/,5733641509,"{'hours': {'monday': {'opens_at': '08:30', 'closes_at': '19:00'}, 'tuesday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '08:30', 'closes_at': '18:00'}, 'friday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'saturday': {'opens_at': '10:00', 'closes_at': '13:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4205,430965903,https://www.moworkshops.org/,5734720583,
4206,430966263,http://www.northlandcathedral.org/,8164552555,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4207,430966386,http://www.nomoag.org/,5734453611,"{'hours': {'tuesday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '09:00', 'closes_at': '17:00'}, 'monday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4208,430967292,https://kccare.org/,8167535144,"{'hours': {'monday': {'opens_at': '08:30', 'closes_at': '20:00'}, 'tuesday': {'opens_at': '08:30', 'closes_at': '20:00'}, 'wednesday': {'opens_at': '08:30', 'closes_at': '20:00'}, 'thursday': {'opens_at': '08:30', 'closes_at': '20:00'}, 'friday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'saturday': {'opens_at': '08:00', 'closes_at': '12:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4209,430967435,http://www.shelbinachristian.com/,5735882106,
4210,430967941,http://www.montrose.k12.mo.us/,6606934812,
4211,430968117,,4174691541,
4212,430968302,http://www.bradfordfuneralhome.net/,4179324333,
4213,430968395,,,
4214,430969127,,8162793179,
4215,430969295,http://www.sproginc.org/,3148213477,
4216,430969731,http://www.hopemark.org/,3148328115,"{'hours': {'monday': {'opens_at': '09:00', 'closes_at': '15:00'}, 'tuesday': {'opens_at': '09:00', 'closes_at': '15:00'}, 'wednesday': {'opens_at': '09:00', 'closes_at': '15:00'}, 'thursday': {'opens_at': '09:00', 'closes_at': '15:00'}, 'friday': {'opens_at': '09:00', 'closes_at': '12:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4217,430970322,,,
4218,430970674,https://www.synergyservices.org/employment,8165874100,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'thursday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'friday': {'opens_at': '08:00', 'closes_at': '16:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4219,430970991,http://mlmkc.org/,8169310027,"{'hours': {'monday': {'opens_at': '13:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '13:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '13:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '13:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '13:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4220,430971256,http://www.daycarelearningcenter.org/,6602638090,"{'hours': {'monday': {'opens_at': '06:00', 'closes_at': '17:30'}, 'tuesday': {'opens_at': '06:00', 'closes_at': '17:30'}, 'wednesday': {'opens_at': '06:00', 'closes_at': '17:30'}, 'thursday': {'opens_at': '06:00', 'closes_at': '17:30'}, 'friday': {'opens_at': '06:00', 'closes_at': '17:30'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4221,430971560,http://www.operationbreakthrough.org/,8167563511,
4222,430971877,http://douglassonline.org/,5732213892,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'thursday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'friday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4223,430971948,http://kossuthcogic.org/,3146524163,
4224,430971971,http://www.temcoworkshop.org/,6364332335,"{'hours': {'monday': {'opens_at': '07:30', 'closes_at': '15:30'}, 'tuesday': {'opens_at': '07:30', 'closes_at': '15:30'}, 'wednesday': {'opens_at': '07:30', 'closes_at': '15:30'}, 'thursday': {'opens_at': '07:30', 'closes_at': '15:30'}, 'friday': {'opens_at': '07:30', 'closes_at': '15:30'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4225,430972067,,5735943031,
4226,430972180,http://etchurch.org/,4178830676,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4227,430972318,http://archstl.org/,3147927000,
4228,430974187,http://christprinceofpeace.com/,6363911307,
4229,430974619,http://www.godfor.us/,9136490900,
4230,430975390,http://www.gvmh.org/,6608855511,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4231,430976140,http://eastsunshine.org/,4178895455,
4232,430976396,http://www.cslcares.org/,8162544100,"{'hours': {'monday': {'opens_at': '13:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '13:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '13:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '13:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '13:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4233,430976966,,8163220700,
4234,430977042,http://www.libertyhospital.org/?utm_source=GMB&utm_medium=Local%20Listing&utm_content=Liberty%20Hospital,8167817200,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4235,430977392,,,
4236,430978872,http://www.scientology-stlouis.org/,3147273747,
4237,430979109,,,
4238,430979246,,6603972296,
4239,430979853,https://mopirg.org/,3148025107,
4240,430980256,https://www.mercy.net/practice/mercy-hospital-south?utm_source=google&utm_medium=organic_search&utm_campaign=yext&utm_term=East&utm_content=website,3145251000,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4241,430980574,,6607832093,
4242,430981081,http://www.mjja.org/,5736366101,
4243,430981637,http://www.marymother.org/,3148941373,
4244,430982291,,4177599044,
4245,430982314,,6607483824,
4246,430982695,,,
4247,430983157,,5736861115,
4248,430983668,,5732885838,
4249,430983917,http://www.camphickoryhill.com/,5734459146,
4250,430984039,http://welcomehousekc.org/,8164720760,"{'hours': {'thursday': {'opens_at': '09:00', 'closes_at': '05:00'}, 'friday': {'opens_at': '09:00', 'closes_at': '05:00'}, 'saturday': {'opens_at': '09:00', 'closes_at': '05:00'}, 'monday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4251,430985000,http://www.mopha.org/,5736347977,
4252,430985002,,,
4253,430987479,http://www.semoba.org/,5733592356,
4254,430987614,http://www.heartlandindustries.org/,3144877200,
4255,430990449,,6607264434,
4256,430991252,,,
4257,430991772,https://www.st-lukesnursingcenter.com/,4173589084,
4258,430992076,http://schoolofservice.org/,5738750275,
4259,430992703,http://www.stjohnboscostl.com/,3144341312,
4260,430993672,https://www.bishopsullivan.org/,8162310984,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'thursday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'friday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4261,430993922,,8164547023,
4262,430994126,http://www.lcfliberty.org/,8167813831,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4263,430994269,http://www.shorelinepost227.com/,,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4264,430994417,http://www.sccentral.org/,8164441121,"{'hours': {'monday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'thursday': {'opens_at': '08:30', 'closes_at': '17:00'}, 'friday': {'opens_at': '08:30', 'closes_at': '15:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4265,430994959,,,
4266,430995687,http://www.nemoaaa.com/,6606654682,
4267,430996280,https://kirksvillefirst.org/,6606659905,
4268,430996602,,,
4269,430996892,,4172567700,
4270,430997737,http://www.qasstl.org/,3148468207,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4271,430997840,http://capebethel.org/,5733355531,
4272,430997910,,2063861042,
4273,430998257,,3143551978,
4274,430998347,,,
4275,430999855,http://bethelbethelovechurch.com/,5734424775,"{'hours': {'monday': {'opens_at': '09:00', 'closes_at': '13:00'}, 'tuesday': {'opens_at': '18:00', 'closes_at': '19:00'}, 'wednesday': {'opens_at': '09:00', 'closes_at': '13:00'}, 'friday': {'opens_at': '09:00', 'closes_at': '13:00'}, 'saturday': {'opens_at': '09:00', 'closes_at': '12:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4276,430999873,,6605822928,
4277,431000870,http://www.eaapark.net/,6364588123,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4278,431001719,http://www.serveinc.net/,5736426388,"{'hours': {'monday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'tuesday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'wednesday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'thursday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'friday': {'opens_at': '09:00', 'closes_at': '16:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4279,431002542,https://agts.edu/,4172681000,
4280,431002623,http://www.mvlife.org/,4178330016,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'thursday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'friday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4281,431003240,,,
4282,431003252,https://www.cefonline.com/,6364564321,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'thursday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'friday': {'opens_at': '08:00', 'closes_at': '16:30'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4283,431003607,,,
4284,431003962,http://afftonaa.com/,3148434207,"{'hours': {'monday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'tuesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'wednesday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'thursday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'friday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '24:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '24:00'}}}"
4285,431004135,,,
4286,431004253,http://eastgrandchurch.org/,4178837464,
4287,431005405,http://www.mnea.org/,5736343202,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4288,431007642,http://www.hlg.edu/,5732213675,
4289,431008221,,,
4290,431008405,,6608858131,
4291,431008515,http://www.ccls-stlouis.org/,3148227774,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '15:30'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '15:30'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '15:30'}, 'thursday': {'opens_at': '08:00', 'closes_at': '15:30'}, 'friday': {'opens_at': '08:00', 'closes_at': '15:30'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4292,431008673,http://www.stlcfs.org/,3149682216,
4293,431009093,,,
4294,431009163,http://www.universityhealthkc.org/,8164042222,"{'hours': {'monday': {'opens_at': '07:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '07:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '07:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '07:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '07:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4295,431009564,http://www.como.gov/ParksandRec/Parks/Ash_Clinkscales_Property/index.php,5738747460,
4296,431009640,,,
4297,431011108,http://www.kcata.org/,8163460200,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4298,431012392,http://www.kcindiancenter.org/,8164217608,"{'hours': {'monday': {'opens_at': '08:30', 'closes_at': '16:30'}, 'tuesday': {'opens_at': '08:30', 'closes_at': '16:30'}, 'wednesday': {'opens_at': '08:30', 'closes_at': '16:30'}, 'thursday': {'opens_at': '08:30', 'closes_at': '16:30'}, 'friday': {'opens_at': '08:30', 'closes_at': '16:30'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4299,431012943,http://www.homemakerhealth.org/,5736356603,"{'hours': {'monday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'tuesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'wednesday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'thursday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'friday': {'opens_at': '08:00', 'closes_at': '17:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4300,431012968,,8166337635,"{'hours': {'monday': {'opens_at': '06:00', 'closes_at': '18:00'}, 'tuesday': {'opens_at': '06:00', 'closes_at': '18:00'}, 'wednesday': {'opens_at': '06:00', 'closes_at': '18:00'}, 'thursday': {'opens_at': '06:00', 'closes_at': '18:00'}, 'friday': {'opens_at': '06:00', 'closes_at': '18:00'}, 'saturday': {'opens_at': '00:00', 'closes_at': '00:00'}, 'sunday': {'opens_at': '00:00', 'closes_at': '00:00'}}}"
4301,431013010,https://www.servelinkhomecare.com/,6603594218,
4302,431013289,http://locator.lcms.org/nchurches_frm/c_detail.asp?C254684,5739963061,
