L40,"WHEN LIFE HURTS WE HELP BY OFFERING IMMEDIATE, COMPASSIONATE SUPPORT WITHOUT JUDGMENT; PROVIDING SAFETY, SHELTER AND HOPE; FEEDING THE HUNGRY; AND KEEPING FAMILIES IN THEIR HOMES."
P33Z,"The Organization is purposed to provide the very best in educational and child care needs. The Organization has pledged to provide a sound, accelerated academic curriculum in a wholesome and safe Christian environment."
D200,HUMANE SOCIETY
K31,"The Food Bank for Central and Northeast Missouri, Inc. (The Food Bank) is a regional disaster and hunger relief network that acquires and distributes millions of pounds of donated food annually. Its mission is to help and feed people in need."
K31,"The Food Bank for Central and Northeast Missouri, Inc. (The Food Bank) is a regional disaster and hunger relief network that acquires and distributes millions of pounds of donated food annually. Its mission is to help and feed people in need."
P02,THE ORGANIZATION'S MISSION IS TO PROVIDE FINANCIAL AND OTHER SUPPORT TO EXISTING 501(C)(3) ORGANIZATIONS THAT COULD BENEFIT FROM THE CREATION OF A THRIFT STORE TO HELP ACCOMPLISH THEIR EXEMPT PURPOSE MISSION.
E12,Hold investments in support of Missouri Lions Eye Research Foundation and Saving KidSight.
S41,EDUCATION OF ITS MEMBERS IN VARIOUS DENTAL ACTIVITIES
S41,EDUCATION OF ITS MEMBERS IN VARIOUS DENTAL ACTIVITIES
L20,"SAVE DEVELOPMENT, INC. PROVIDES COMPREHENSIVE HOUSING SOLUTIONS TO EMPOWER SOCIALLY AND MEDICALLY DISADVANTAGED PEOPLE TO IMPROVE THEIR HEALTH AND LEAD STABLE LIVES WITH PERSONAL DIGNITY."
L20,"SAVE DEVELOPMENT, INC. PROVIDES COMPREHENSIVE HOUSING SOLUTIONS TO EMPOWER SOCIALLY AND MEDICALLY DISADVANTAGED PEOPLE TO IMPROVE THEIR HEALTH AND LEAD STABLE LIVES WITH PERSONAL DIGNITY."
B110,"THE FOUNDATION IS A NON-PROFIT, CHARITABLE ORGANIZATION DEDICATED TO SUPPORTING THE MISSION OF THE UNIVERSITY OF CENTRAL MISSOURI. THE FOUNDATION PROCURES, ATTRACTS, MAINTAINS AND ADMINISTERS PHILANTHROPIC RESOURCES GIFTED TO THE UNIVERSITY TO ADVANCE THE CAUSE OF THE UNIVERSITY AND ASSIST STUDENTS WITH FINANCIAL NEEDS."
D600,TO INFORM THE PUBLIC OF THE RECREATIONAL AND EDUCATIONAL VALUE OF RAISING DOMESTIC PIGEONS CONDUCTING EDUCATIONAL PROGRAMS. TO ESTABLISH AND MAINTAIN A PUBLIC MUSEUM AND LIBRARY TO DISPLAY AND HOUSE INFORMATION AND LITERATURE RELATING TO ALL BREEDS OF PIGEONS.
A600,PERFORMING ARTS ASSOCIATION IS A NONPROFIT CORPORATION FORMED IN 1979 TO STRENGTHEN THE PERFORMING ARTS IN ST. JOSEPH AND TO SUPPORTTHE DEVELOPMENT OF THE MISSOURI THEATER INTO A REGIONAL CENTER FOR THE PERFORMING ARTS.
W24,"To assist public and private organizations and agencies which seek to promote social and economic justice and the welfare of the state of Missouri; and to encourage, promote and implement social justice projects in Missouri."
B20,PROVISION OF A VARIETY OF CHRIST-CENTERED CARE AND SUPPORT TO CHILDREN AND FAMILIES IN NEED.
J40Z,"TO ORGANIZE WORKERS AND TO SECURE IMPROVED WAGES, BENEFITS, HOURS, WORKING CONDITIONS, AND OTHER ECONOMIC BENEFITS THROUGH ORGANIZATION, NEGOTIATION AND COLLECTIVE BARGAINING."
J40Z,"TO ORGANIZE WORKERS AND TO SECURE IMPROVED WAGES, BENEFITS, HOURS, WORKING CONDITIONS, AND OTHER ECONOMIC BENEFITS THROUGH ORGANIZATION, NEGOTIATION AND COLLECTIVE BARGAINING."
S81,SERVICE COMMUNITY NEEDS
E02,PROVIDER OF HEALTHCARE SERVICE WITH A MISSION TO MAKE A DIFFERENCE THROUGH A COMMITMENT OT EXCELLENCE IN HEALTH CARE.
X21B,"TRAINING AND CONTINUING SERVICES FOR PASTORS, CONGREGATIONS AND LAY LEADERS IN CARING MINISTRIES"
E30,"VNA CORPORATION DBA VISITING NURSE ASSOCIATION, FOUNDED IN 1891, IS THE LARGEST HOME HEALTH AGENCY IN THE GREATER KC METRO AREA PROVIDING OVER 82,000 VISITS ANNUALLY."
T20,THE FOUNDATION IS DEDICATED TO PROVIDING ASSISTANCE IN HOUSING TO PEOPLE OR ORGANIZATIONS WITH SPECIAL SHELTER NEEDS TO FURTHER THE BUILDING INDUSTRY OBJECTIVE OF BETTERING THE COMMUNITY.
P81Z,PROVIDING MEALS FOR SENIOR CITIZENS AND DISABLED.
L20,"The HFHSL City Community Housing Development Organization II is an independent, freestanding organization created for the sole purpose of obtaining and spending Community Housing Development Organization funds consistent with all applicable rules and regulations pertaining thereto."
L20,"THE HFHSL CITY COMMUNITY HOUSING DEVELOPMENT ORGANIZATION II IS AN INDEPENDENT, FREESTANDING ORGANIZATION CREATED FOR THE SOLE PURPOSE OF OBTAINING AND SPENDING COMMUNITY HOUSING DEVELOPMENT ORGANIZATION FUNDS CONSISTENT WITH ALL APPLICABLE RULES AND REGULATIONS PERTAINING THERETO."
B82B,TO PROVIDE SCHOLARSHIP ASSISTANCE FOR STUDENTS IN THE NORTH PLATTE MISSOURI SCHOOL DISTRICT.
B82B,TO PROVIDE SCHOLARSHIP ASSISTANCE FOR STUDENTS IN THE NORTH PLATTE MISSOURI SCHOOL DISTRICT.
B11,"SUPPORT THE ACTIVITIES, PROGRAMS AND MISSION OF THE MARSHFIELD (MISSOURI) R-1 (PUBLIC) SCHOOL DISTRICT AND ITS PATRONS, STUDENTS AND STAFF"
B11,"SUPPORT THE ACTIVITIES, PROGRAMS AND MISSION OF THE MARSHFIELD (MISSOURI) R-1 (PUBLIC) SCHOOL DISTRICT AND ITS PATRONS, STUDENTS AND STAFF"
P33Z,"TO IMPROVE THE QUALITY OF LIFE FOR INDIVIDUALS IN THE LATINO COMMUNITIES OF GREATER KANSAS CITY BY PROVIDING EARLY CHILDHOOD, SECONDARY AND ADULT EDUCATIONAL PROGRAMS, FACILITATING ACCESS TO HEALTH AND SOCIAL SERVICES FOR ALL AGES, PROMOTING AND PROVIDING LATINO CULTURAL ENRICHMENT EVENTS AND SPONSORING SOCIAL ACTIVITIES THAT ENGAGE OUR DIVERSE COMMUNITIES."
Q200,"TO INSPIRE, EDUCATE AND REPRESENT A COMMUNITY OF KANSAS CITIANS ENGAGED IN INTERNATIONAL AFFAIRS AND THE CRITICAL GLOBAL ISSUES OF OUR TIME."
E22I,THE ORGANIZATION'S PURPOSE IS TO ASSIST SOUTHEASTHEALTH IN PROVIDING HEALTH CARE SERVICES THROUGH FUNDRAISING ACTIVITIES AND OTHER SPECIAL EVENTS.
P28Z,"ENHANCING THE QUALITY OF LIFE AND MEETING THE NEEDS OF THE COMMUNITY THROUGH SOCIAL, EDUCATIONAL, HEALTH, AND RECREATIONAL PROGRAMMING."
P28Z,"ENHANCING THE QUALITY OF LIFE AND MEETING THE NEEDS OF THE COMMUNITY THROUGH SOCIAL, EDUCATIONAL, HEALTH, AND RECREATIONAL PROGRAMMING."
F60,"The organization's mission is: A non-profit community coalition dedicated to preventing youth substance use and violence, empowering positive parenting and promoting exemplary character."
W30Z,"This is a fraternal veterans organization whose mission is to serve veterans. This is accomplished through donations, both monetary and tangible, through deeds and services."
E110,"PROMOTION AND SUPPORT OF MEDICAL EDUCATION, RESEARCH, AND PATIENT CARE PROGRAMS FOR THE BENEFIT OF SAINT LUKE'S HEALTH SYSTEM."
E110,"PROMOTION AND SUPPORT OF MEDICAL EDUCATION, RESEARCH, AND PATIENT CARE PROGRAMS FOR THE BENEFIT OF SAINT LUKE'S HEALTH SYSTEM."
P600,IMPROVING EVERY LIFE IN OUR COMMUNITY BY REDUCING HUNGER AND POVERTY.
P600,IMPROVING EVERY LIFE IN OUR COMMUNITY BY REDUCING HUNGER AND POVERTY.
L22,TO SECURE RESOURCES THAT SUPPORT STE. GENEVIEVE COUNTY BOARD FOR THE DEVELOPMENTALLY DISABLED IN MAXIMIZING THE QUALITY OF LIFE OF THE STE. GENEVIEVE COUNTY RESIDENTS WHO HAVE A DEVELOPMENTAL DISABILITY AND THEIR FAMILIES.
N700,"PROVIDE INTERCOLLEGIATE ATHLETICS A PROPER ROLE IN EDUCATION, TO ORGANIZE, CONTROL AND SUPERVISE INTERCOLLEGIATE ATHLETICS AMONG THE INSTITUTIONS OF THE CONFERENCE AND TO ESTABLISH STANDARDS AND PROMOTE SCHOLARSHIP AND SPORTSMANSHIP AMONG THE CONFERENCE MEMBERS."
S31,"FAYETTE MAIN STREET, INC. IS A NOT-FOR-PROFIT, 501(C)(3) ORGANIZATION WITH THE MAIN PURPOSE OF DEVELOPING AND IMPLEMENTING A COMPREHENSIVE HISTORIC PRESERVATION-BASED, ECONOMIC DEVELOPMENT STRATEGY FOR REVITALIZING DOWNTOWN FAYETTE USING THE MAIN STREET FOUR-POINT APPROACH AS FORMULATED BY THE NATIONAL TRUST OF HISTORIC PRESERVATION."
N52,OPERATION OF NORTHWEST MISSOURI STATE FAIR.
X20,"A CHRISTIAN MINISTRY PROVIDING BIBLICALLY-BASED COUNSELING SERVICES AND EDUCATION THROUGH CONSULTATIONS, RETREATS, CONFERENCES AND OTHER TEACHING EVENTS."
T70,Fund raising for charities and the administration of gifts for charities.
L20,Provide the elderly and low income persons residential rental housing using USDA RD assistance porgrams.
E70,We change lives by saving sight.
E70,Prevent vision conditions and promote healthy eyesight in children.
E42,"BREAKDOWN STL EDUCATES, EQUIPS, AND EMPOWERS TEENS TO MAKE POSITIVE LIFE CHOICES REGARDING RELATIONSHIPS, SEX, ALCOHOL, DRUGS, BULLYING, SELF HARM, AND SUICIDE BY PROVIDING CULTURALLY RELEVANT PREVENTATIVE HEALTH EDUCATION."
E42,"BreakDown STL educates, equips, and empowers teens to make positive life choices related to high-risk youth trends using the peer voice to deliver culturally relevant health education - while raising up the next generation of influencers, leaders and role models."
P300,"TO IMPROVE THE QUALITY OF LIFE FOR CHILDREN, FAMILIES, THE ELDERLY AND THE COMMUNITY BY PROVIDING SOCIAL SERVICES, EDUCATIONAL PROGRAMS, ADVOCACY AND ENTREPRENEURSHIP IN THE ST. LOUIS METROPOLITAN AREA."
T30I,OZANAM FOUNDATION WAS FORMED TO CONDUCT AND SUPPORT ACTIVITIES FOR THE BENEFIT OF OZANAM.
B20,"School, pre-k through 8th grade - Elementary"
P33,"TO BUILD A STRONGER COMMUNITY THROUGH THE CHILDREN OF THE FUTURE, MAKING A HIGH QUALITY EARLY CHILDHOOD PROGRAM ACCESSIBLE TO ALL CHILDREN, THE BASIS FOR THEIR SUCCESS LATER IN LIFE."
B20,CHRISTIAN SCHOOL
T30,"THE ST. LOUIS AUTO DEALERS CHARITABLE FOUNDATION IS ORGANIZED FOR THE PURPOSE OF ENGAGING AS A NOT-FOR-PROFIT ENTITY THAT GATHERS CONTRIBUTIONS FROM AUTO DEALERS AND RAISES CHARITABLE CONTRIBUTIONS FROM VARIOUS EVENTS (GOLF TOURNAMENT, SPORTING CLAY, CHARITY CONCERT, ETC.) AND FORWARDS THESE CONTRIBUTIONS TO VARIOUS 501(C)(3) ENTITIES."
T30,"THE ST. LOUIS AUTO DEALERS CHARITABLE FOUNDATION IS ORGANIZED FOR THE PURPOSE OF ENGAGING AS A NOT-FOR-PROFIT ENTITY THAT GATHERS CONTRIBUTIONS FROM AUTO DEALERS AND RAISES CHARITABLE CONTRIBUTIONS FROM VARIOUS EVENTS (GOLF TOURNAMENT, SPORTING CLAY, CHARITY CONCERT, ETC.) AND FORWARDS THESE CONTRIBUTIONS TO VARIOUS 501(C)(3) ENTITIES."
S41,THE FARMINGTON CHAMBER OF COMMERCE MISSION IS TO IMPROVE THE QUALITY OF LIFE BY MAINTAINING AND PROMOTING THE ECONOMIC ENVIRONMENT OF FARMINGTON AND THE SURROUNDING AREA. THE CHAMBER SPONSORS COMMUNITY ACTIVITIES.
S41,THE FARMINGTON CHAMBER OF COMMERCE MISSION IS TO IMPROVE THE QUALITY OF LIFE BY MAINTAINING AND PROMOTING THE ECONOMIC ENVIRONMENT OF FARMINGTON AND THE SURROUNDING AREA. THE CHAMBER SPONSORS COMMUNITY ACTIVITIES.
E21,GREAT MINES HEALTH CENTER'S MISSION IS TO IMPROVE THE HEALTH OF OUR WHOLE COMMUNITY THROUGH EXCELLENCE IN PATIENT CARE AND HEALTH EDUCATION.
Q200,"THE FOUNDATION'S MISSION IS TO SUPPORT PROJECTS THAT PROMOTE CULTURE EXCHANGE AND FRIENDSHIP BETWEEN ST. LOUIS, MISSOURI AND NANJING, CHINA."
P81Z,"THE BARRY COUNTY COUNCIL ON AGING PROVIDES VARIOUS PROGRAMS DESIGNED TO HELP SENIOR CITIZENS LIVE INDEPENDENTLY IN THEIR OWN HOME. THIS IS ACCOMPLISHED BY OFFERING HOMEMAKER SERVICES, PERSONALCARE SERVICES,RESPITE CARE AND MEDICAL ALERT SYSTEMS."
E12,"The Global Health Partnership Initiative (GHPI) is a US-based, Catholic Health Ministry dedicated to improving the health of individuals and communities."
E12,Ascension Care Management Insurance Holdings (F/K/A Global Health Partnership Initiative) is a Catholic Health Ministry dedicated to improving the health of individuals and communities.
X20,SUPPORT MISSIONARY WORK ABROAD
X20,SUPPORT MISSIONARY WORK ABROAD
P60,"To work hand in hand with families and individuals in our Northeast Kansas City, MO community to address their physical, educational, and spiritual needs so as to empower them to break the cycle of poverty and live purposeful lives."
R60,TO PROMOTE THE GENERAL WELFARE OF ARMED FORCES VETERANS.
R60,TO PROMOTE THE GENERAL WELFARE OF ARMED FORCES VETERANS.
Q330,"CONVOY OF HOPE IS A FAITH-BASED ORGANIZATION LOOKING TO RESPOND TO THE NEEDS OF THE IMPOVERISHED AND SUFFERING BY DELIVERING MUCH NEEDED FOOD, SUPPLIES, SERVICES AND HOPE."
Q330,"CONVOY OF HOPE IS A FAITH-BASED ORGANIZATION LOOKING TO RESPOND TO THE NEEDS OF THE IMPOVERISHED AND SUFFERING BY DELIVERING MUCH NEEDED FOOD, SUPPLIES, SERVICES AND HOPE."
D50,"The Foundation shall further educational and cultural programs relating to zoological activities, establish and maintain zoological facilities, provide for the acquisition and care of species for display and study, and engage in collateral activities consistent with such programs in the Kansas City, Missouri area."
D50,"THE FOUNDATION SHALL FURTHER EDUCATIONAL AND CULTURAL PROGRAMS RELATING TO ZOOLOGICAL ACTIVITIES, ESTABLISH AND MAINTAIN ZOOLOGICAL FACILITIES, PROVIDE FOR THE ACQUISITION AND CARE OF SPECIES FOR DISPLAY AND STUDY, AND ENGAGE IN COLLATERAL ACTIVITIES CONSISTENT WITH SUCH PROGRAMS IN THE KANSAS CITY, MISSOURI AREA."
G81Z,Maintain a continuum of housing services designed to meet the needs of people living with HIV/AIDS.
G81Z,MAINTAIN A CONTINUUM OF HOUSING SERVICES DESIGNED TO MEET THE NEEDS OF PEOPLE LIVING WITH HIV/AIDS.
P73Z,LOW-INCOME HOUSING
P73Z,Low Income Housing for the Disabled Elderly.
T90,THE GLOBAL ORPHAN PROJECT EXISTS TO BREAK THE ORPHAN CYCLE THROUGH THE POWER OF COMMUNITY AND COMMERCE.
T90,"THE GLOBAL ORPHAN PROJECT EXISTS TO BREAK THE ORPHAN CYCLE THROUGH THE POWER OF COMMUNITY, COMMERCE, AND THE LOVE OF JESUS."
P82,"HAVING A HOME OF YOUR OWN IS A DREAM OF MANY AMERICANS. TH EPRIMARY GOAL OF THE MISSOURI INCLUSIVE HOUSING DEVELOPMENT CORPORATION (MOHOUSING) IS TO PROVIDE SUPPORT TO INDIVIDUALS WITH DISABILITIES AS THEY SEARCH FOR A HOME THAT MEETS SPECIFIC NEEDS. WHETHER YOU CHOOSE TO RENT OR PURCHASE, MOHOUSING, A NOT-FOR-PROFIT CORPORATION, CAN PROVIDE INFORMATION THAT WILL SIMPLIFY YOUR SEARCH."
P82,"HAVING A HOME OF YOUR OWN IS A DREAM OF MANY AMERICANS. TH EPRIMARY GOAL OF THE MISSOURI INCLUSIVE HOUSING DEVELOPMENT CORPORATION (MOHOUSING) IS TO PROVIDE SUPPORT TO INDIVIDUALS WITH DISABILITIES AS THEY SEARCH FOR A HOME THAT MEETS SPECIFIC NEEDS. WHETHER YOU CHOOSE TO RENT OR PURCHASE, MOHOUSING, A NOT-FOR-PROFIT CORPORATION, CAN PROVIDE INFORMATION THAT WILL SIMPLIFY YOUR SEARCH."
B29,"THE VISION OF THE FRONTIER SCHOOLS IS TO BECOME A VIBRANT, INNOVATIVE EDUCATIONAL LEADER COLLABORATING WITH OTHER ACADEMIC, BUSINESS AND COMMUNITY INSTITUTIONS."
A23,CENTER FOR INDIAN CULTURAL EDUCATION
F22Z,"Welcome House is committed to providing a high-quality, moral and open residential program to recovering alcoholics and drug-addicted men facing the difficult transition from treatment, incarceration and homelessness to reintegration back into society as productive citizens."
P73,LOW-INCOME HOUSING
P73,Low Income Housing for the Disabled Elderly.
T70,"We prodived job training opportunities and community services for disadvantaged youth with opportunities to obtain education, employment skills and on-site work experience. Six individuals were trained in basic carpentry and weatherizarion. A construction trades summer academy was launched in 2010."
T70,"We prodived job training opportunities and community services for disadvantaged youth with opportunities to obtain education, employment skills and on-site work experience. Six individuals were trained in basic carpentry and weatherizarion. A construction trades summer academy was launched in 2010."
E910,"KABUL NURSING HOME OFFERS 24-HOUR SKILLED CARE, PARTICIPATING INCARE. SERVICES ARE OFFERED REGARDLESS OF RACE, COLOR, CREED, SEX, RELIGIOUS AFFILIATION OR THE ABILITY TO PAY."
E910,"KABUL NURSING HOME OFFERS 24-HOUR SKILLED CARE, PARTICIPATING INCARE. SERVICES ARE OFFERED REGARDLESS OF RACE, COLOR, CREED, SEX, RELIGIOUS AFFILIATION OR THE ABILITY TO PAY."
L20,"SWOPE COMMUNITY BUILDERS' (SCB) MISSION IS TO IMPROVE COMMUNITIES BY RECLAIMING NEIGHBORHOODS AND DEVELOPING QUALITY, AFFORDABLE HOUSING AND RELATED SERVICES."
L20,SWOPE COMMUNITY BUILDERS' (SCB) MISSION IS TO IMPROVE COMMUNITIES BY RECLAIMING NEIGHBORHOODS AND DEVELOPING QUALITY HOUSING AND RELATED SERVICES.
P820,DEVELOPMENTAL CENTER OF THE OZARKS MAKES A POSITIVE DIFFERENCE IN THE COMMUNITY BY PROVIDING SERVICES WHICH ENABLE INDIVIDUALS TO REACH AND MAINTAIN THEIR OPTIMAL LEVEL OF DEVELOPMENT.
E910,"TO PRESERVE THE QUALITY OF LIFE THROUGH COMPASSIONATE, EXPERT CARE FROM A HIGHLY SKILLED MULTIDISCIPLINARY TEAM."
S41,TO PROMOTE THE ECONOMIC DEVELOPMENT OF THE BI-STATE METROPOLITAN KANSAS CITY AREA.
P20Z,"ENRICHING THE DAILY LIVES OF CHILDREN UNDERGOING TREATMENT FOR, AND SURVIVORS OF CANCER AND BLOOD-RELATED DISEASES."
A20,"PROVIDES STUDIO SPACE, PROFESSIONAL DEVELOPMENT, NETWORKING, AND EXHIBITIONS FOR MID-CAREER ARTISTS IN GREATER KANSAS CITY."
A20,"PROVIDES STUDIO SPACE, PROFESSIONAL DEVELOPMENT, NETWORKING, AND EXHIBITIONS FOR MID-CAREER ARTISTS IN GREATER KANSAS CITY."
P73Z,"SUNNYHILL, INC. PROVIDES TAILORED RESIDENTIAL, RECREATIONAL AND EDUCATIONAL OPPORTUNITIES FOR CHILDREN AND ADULTS WITH DEVELOPMENTAL DISABILITIES. IN PARTNERSHIP WITH COMMUNITY AND NATURAL SUPPORTS, SUNNYHILL EMPOWERS INDIVIDUALS TO BECOME PRODUCTIVE CITIZENS AND ACHIEVE THEIR INDIVIDUAL DREAMS."
B112,TO PROVIDE FUNDS TO ENHANCE ACADEMIC EXCELLENCE WITHIN THE PARK HILL SCHOOL DISTRICT BY PROVIDING SCHOLARSHIPS AND SUPPORTING EDUCATIONAL PROJECTS AND PROGRAMS.
B112,TO PROVIDE FUNDS TO ENHANCE ACADEMIC EXCELLENCE WITHIN THE PARK HILL SCHOOL DISTRICT BY PROVIDING SCHOLARSHIPS AND SUPPORTING EDUCATIONAL PROJECTS AND PROGRAMS.
Y200,"To provide support and assistance to SSM Health, an integrated health care system operating in four states, to enable their mission of providing exceptional health care services."
L22Z,PROVIDE LOW RENT HOUSING TO ELDERLY
P81B,COORDINATE MEAL DELIVERIES
T30,"TO LIVE AND SHARE A COMMITMENT TO FAITH, FAMILY AND OTHERS BY PROMOTING AWARENESS, PROVIDING HOPE AND MEETING TANGIBLE NEEDS FOR FAMILIES AND CHILDREN WHO LIVE WITH DOWN SYNDROME; IMPROVING THE LIVING CONDITIONS AND QUALITY OF LIFE FOR IMPOVERISHED CHILDREN AND THEIR FAMILIES AND ORPHANS THROUGH EDUCATION AND TANGIBLE GOODS THROUGHOUT THE WORLD, ESPECIALLY IN THE DOMINICAN REPUBLIC AND THE UNITED STATES; AND PROVIDING EXTRAORDINARY EXPERIENCES FOR FAMILIES AND CHILDREN WITH DISABILITIES AND LIFE THREATENING ILLNESSES."
E400,"TO MEET THE NEEDS OF WOMEN, THEIR PARTNERS AND PARENTS WHEN FACED WITH AN UNPLANNED PREGNANCY."
E400,"TO MEET THE NEEDS OF WOMEN, THEIR PARTNERS AND PARENTS WHEN FACED WITH AN UNPLANNED PREGNANCY."
L22,"MCKEE STREET APARTMENTS, INC. IS A TWELVE BED RESIDENTIAL FACILITY. THE COMPANY'S PROJECT PROVIDES SUPPORTIVE HOUSING FOR PERSONS WITH CHRONIC MENTAL HEALTH DISABILITIES. THE FACILITY IS LOCATED IN COLUMBIA, MISSOURI. THE PROJECT IS OPERATED UNDER A REGULATORY AGREEMENT WITH THE MISSOURI HOUSING DEVELOPMENT COMMISSION IN A MANNER SIMILAR TO THE HUD REGULATIONS. FUNDING FOR THE CONSTRUCTION OF THE FACILITY WAS PROVIDED BY A MORTGAGE WITH MHDC."
L22,"MCKEE STREET APARTMENTS, INC. IS A TWELVE BED RESIDENTIAL FACILITY. THE COMPANY'S PROJECT PROVIDES SUPPORTIVE HOUSING FOR PERSONS WITH CHRONIC MENTAL HEALTH DISABILITIES. THE FACILITY IS LOCATED IN COLUMBIA, MISSOURI. THE PROJECT IS OPERATED UNDER A REGULATORY AGREEMENT WITH THE MISSOURI HOUSING DEVELOPMENT COMMISSION IN A MANNER SIMILAR TO THE HUD REGULATIONS. FUNDING FOR THE CONSTRUCTION OF THE FACILITY WAS PROVIDED BY A MORTGAGE WITH MHDC."
A50Z,SERVICES AND PROGRAMS FOR MENTALLY CHALLENGED AND DEVELOPMENTALLY DISABLED PERSONS.
J99,TO EMPOWER DETERMINED INDIVIDUALS WITH A PLAN AND RESOURCES TO ACHIEVE ECONOMIC SELF-RELIANCE.
J99,TO EMPOWER DETERMINED INDIVIDUALS WITH A PLAN AND RESOURCES TO ACHIEVE ECONOMIC SELF-RELIANCE.
W30,THE PURPOSE OF THE LEAGUE IS TO USE ITS ASSETS FOR THE BETTERMENT OF THE RESIDENTS OF THE MISSOURI VETERANS HOME IN SUCH A FASHION THAT THE MAJORITY OF RESIDENTS BENEFIT FROM THE EXPENDITURE.
L21,"TO ENSURE THAT SAFE, DECENT AND AFFORDABLE HOUSING IS AVAILABLE TO ALL. THE ORGANIZATION ACCOMPLISHES THIS GOAL BY PROVIDING RENTAL HOUSING, HOME OWNERSHIP OPPORTUNITIES AND TRANSITIONAL HOUSING OR SHELTER."
O23,"TO INSPIRE AND ENABLE ALL YOUNG PEOPLE, ESPECIALLY THOSE WHO NEED US THE MOST, TO REACH THEIR FULL POTENTIAL AS PRODUCTIVE, RESPONSIBLE AND CARING CITIZENS."
L41Z,TEMPORARY SHELTER FOR HOMELESS
L41Z,TEMPORARY SHELTER FOR HOMELESS
Y43,TO PROVIDE GROUP HEALTH BENEFITS TO ELIGIBLE MEMBERS.
Y43,TO PROVIDE GROUP HEALTH BENEFITS TO ELIGIBLE MEMBERS.
P70Z,TO PROVIDE QUALITY OF LIFE SERVICES FOR PERSONS WITH DEVELOPMENTAL DISABILITIES AND MENTAL RETARDATION.
P81,PROVIDE FACILITIES FOR CONGREGATE AND HOME DELIVERED MEALS
P81,PROVIDE FACILITIES FOR CONGREGATE AND HOME DELIVERED MEALS
N50,"TO PROVIDE A FULL-SERVICE CAMPGROUND FOR MEMBERS OF TREASURE LAKE RV RESORT CAMPING CLUB, INC., INCLUDING CAMPSITES, CLUB HOUSE, SWIMMING POOLS, PLANNED ACTIVITIES, ETC."
P200,"The Organization is a 100 year old faith based human service organization that strives to assist children, youth, families, and seniors to live life more fully and capably."
X11,"THE PURPOSE OF THIS ORGANIZATION IS TO PROMOTE, RECEIVE, AND DISBURSE CHARITABLE CONTRIBUTIONS FOR THE BETTERMENT OF THE CATHEDRAL PARISH."
X11,"THE PURPOSE OF THIS ORGANIZATION IS TO PROMOTE, RECEIVE, AND DISBURSE CHARITABLE CONTRIBUTIONS FOR THE BETTERMENT OF THE CATHEDRAL PARISH."
A68,"Through concert performances and educational endeavors, the Kansas City Jazz Orchestra strives to preserve the rich heritage of jazz music as a viable art form."
P20,"MISSOURI HEALTH CARE FOR ALL IS A STATEWIDE, NON-PARTISAN, FAITH-AND COMMUNITY-BASED, GRASSROOTS MOVEMENT WORKING FOR ACCESS TO QUALITY, AFFORDALE HEALTH CARE FOR ALL MISSOURIANS."
P20,"Missouri Health Care For All is a statewide, nonpartisan, faith and community based, grassroots movement working for access to quality, affordable health care for all Missourians."
P20,"Our Mission is to provide outdoor recreational therapy to injured and recovering veterans and their families, as well as youth and adults with disabilities or terminal illness."
P80,PROVIDE RECREATIONAL AND THERAPEUTIC RIDING ON HORSEBACK FOR ABOUT 120 PEOPLE WITH DISABILITIES
Z99Z,TO PROMOTE THE SAFETY OF MISSOURI'S YOUTH THROUGH EDUCATIONAL PROGRAMS AND TO ADVANCE THE QUALITY AND PROFESSIONALISM OF LAW ENFORCEMENT BY SUPPORTING HIGHER STANDARDS AND OFFERING ADVANCED OFFICER TRAINING.
Z99Z,TO PROMOTE THE SAFETY OF MISSOURI'S YOUTH THROUGH EDUCATIONAL PROGRAMS AND TO ADVANCE THE QUALITY AND PROFESSIONALISM OF LAW ENFORCEMENT BY SUPPORTING HIGHER STANDARDS AND OFFERING ADVANCED OFFICER TRAINING.
E910,PROVIDE NURSING CARE ROOM AND BOARD FOR RESIENDTS IN A 66 BED NURSING HOME AND 24 BED RESIDENTIAL CARE FACILITY
T113,"WE MAKE THE WORLD BETTER BY SHARING A PLACE AND EXPERIENCE THAT NURTURES FAITH AND INSPIRES OUR GUESTS THROUGH THE CREATIVE SPIRIT WITHIN ALL OF US, AND BY PRESERVING THE ART AND MEDIUM THROUGH WHICH SAM BUTCHER COMMUNICATED HIS UNIQUE MESSAGE OF LOVING, CARING AND SHARING WITH THE WORLD."
A63Z,"Springfield Ballet Inc., is a not-for-profit organization dedicated to advancing the art of ballet through premier education, performance, outreach and collaboration."
A63Z,"Springfield Ballet Inc., is a not-for-profit organization dedicated to advancing the art of ballet through premier education, performance, outreach and collaboration."
X99,SEE STATEMENT O
B20,"THE MISSION OF HERITAGE ACADEMY, A UNIVERSITY-MODEL SCHOOL, IS TO PARTNER WITH CHRISTIAN PARENTS TO PREPARE COLLEGE-WORTHY CHARACTER WITNESSES FOR JESUS CHRIST."
B110,To provide a world class elementary education to students in grades k-8 to stimulate the development of innovative programs within public education.
B21,THE PURPOSE OF ELIOT CHAPEL NURSERY SCHOOL IS TO PROVIDE AN ENRICHED SCHOOL EXPERIENCE WITH ACTIVITIES AND EXPERIENCE SUITED TO CHILDREN 2 TO 6 YEARS OLD
P600,DISTRIBUTION FOOD AND CLOTHES TO THE NEEDY
J33Z,Provide productive workshop employment for disabled persons
