,Unnamed: 0,keywords,code
840,840,Transitional Residential Mental Health Care,F3
841,841,"Residential Treatment Facilities, Mental Health Related",F3
842,842,Crisis Intervention Groups,F4
843,843,Telephone Crisis Hotlines,F4
844,844,Helplines,F4
845,845,Hotlines,F4
846,846,Mental Health Hotlines,F4
847,847,Suicide Prevention,F4
848,848,Rape Crisis Counseling,F4
849,849,Rape Victim Hotlines,F4
850,850,Sexual Assault Services,F4
851,851,Addictive Behavior,F5
852,852,Compulsive Behavior,F5
853,853,Computer Addiction,F5
854,854,Pathological Cravings,F5
855,855,Shopaholic,F5
856,856,Workaholic,F5
857,857,Anti-Smoking Campaigns,F5
858,858,Nicotine Addiction,F5
859,859,Nicotine Dependency,F5
860,860,Smoking Cessation,F5
861,861,Smoking Education,F5
862,862,Smoking Prevention,F5
863,863,Smoking Withdrawal Clinics,F5
864,864,Stop Smoking,F5
865,865,Tobacco Addiction,F5
866,866,Tobacco Habit,F5
867,867,Anorexia,F5
868,868,Binge Eating,F5
869,869,Boulimia,F5
870,870,Bulimarexia,F5
871,871,Bulimia,F5
872,872,Dysorexia,F5
873,873,Eating Addictions,F5
874,874,Eating Disorders,F5
875,875,Hyperphagia,F5
876,876,Obesity,F5
877,877,Overeating,F5
878,878,Pica,F5
879,879,Rumination Disorder,F5
880,880,Compulsive Gambling,F5
881,881,Gamblers Anonymous,F5
882,882,Pathological Gambling,F5
883,883,Adolescent Counseling,F6
884,884,Adult Incest Survivor Counseling,F6
885,885,Anger Management,F6
886,886,Bereavement Counseling,F6
887,887,Child Abuse Counseling,F6
888,888,CISD,F6
889,889,Critical Incident Stress Debriefing,F6
890,890,Cult Membership Counseling,F6
891,891,Cultural Transition Counseling,F6
892,892,Disability Counseling,F6
893,893,Elder Abuse Counseling,F6
894,894,Employee Assistance,F6
895,895,Employment Transition Counseling,F6
896,896,Family Violence Counseling,F6
897,897,Geriatric Counseling,F6
898,898,Gestalt Therapy,F6
899,899,Grief Counseling,F6
900,900,Health Problems Counseling,F6
901,901,Parent Abuse Counseling,F6
902,902,Peer Counseling,F6
903,903,Psychiatric Disorder Counseling,F6
904,904,Sexual Offender Counseling,F6
905,905,Sexual Orientation Counseling,F6
906,906,Sexuality Counseling,F6
907,907,Spousal Abuse Counseling,F6
908,908,Spouse Abuse Counseling,F6
909,909,Terminal Illness Counseling,F6
910,910,Veteran Counseling,F6
911,911,Youth Counseling,F6
912,912,Acute Stress Disorder,F7
913,913,ADD,F7
914,914,ADHD,F7
915,915,Adjustment Disorders,F7
916,916,Affective Disorders,F7
917,917,Agoraphobia,F7
918,918,Amnesia Antisocial Personality Disorder,F7
919,919,Anxiety Disorders,F7
920,920,Attention Deficit & Disruptive Behavior Disorders,F7
921,921,Attention Deficit Disorders,F7
922,922,Attention-Deficiency/Hyperactivity Disorder,F7
923,923,Avoidant Personality Disorder,F7
924,924,Bipolar Disorder,F7
925,925,Body Dymorphic Disorder,F7
926,926,Borderline Personality Disorder,F7
927,927,Breathing-Related Sleep Disorder,F7
928,928,Briquet Syndrome,F7
929,929,Capgras Syndrome,F7
930,930,Catatonic Schizophrenia,F7
931,931,Child Mental Disorders,F7
932,932,Childhood Mental Health Disorders,F7
933,933,Circadian Rhythm Sleep Disorder,F7
934,934,Clereambault Syndrome,F7
935,935,Cognitive Disorders,F7
936,936,Conduct Disorders,F7
937,937,Conversion Disorder,F7
938,938,Cyclothymic Disorder,F7
939,939,Delirium,F7
940,940,Delusional Disorder,F7
941,941,Dementia,F7
942,942,Dependent Personality Disorder,F7
943,943,Depersonalization Disorder,F7
944,944,Depression,F7
945,945,Disorganized Schizophrenia,F7
946,946,Disruptive Behavior Disorders,F7
947,947,Dissociative Amnesia,F7
948,948,Dissociative Disorders,F7
949,949,Dissociative Identity Disorder,F7
950,950,Dysthymic Disorder,F7
951,951,Encopresis,F7
952,952,Enuresis,F7
953,953,Exhibitionism,F7
954,954,Factitious Disorders,F7
955,955,False Memory Syndrome,F7
956,956,Fetishism,F7
957,957,Frotteurism,F7
958,958,Fugue,F7
959,959,GAD: Ganser Syndrome,F7
960,960,Gender Dysphoria,F7
961,961,Gender Identity Disorder,F7
962,962,Generalized Anxiety Disorders,F7
963,963,Histrionic Personality Disorder,F7
964,964,Hypersomnia,F7
965,965,Hypochondria,F7
966,966,Hypocondriasis,F7
967,967,Hysteria,F7
968,968,Insomnia,F7
969,969,Intermittent Explosive Disorder,F7
970,970,Kleptomania,F7
971,971,Kluver-Bucy Syndrome,F7
972,972,Manic Depression,F7
973,973,Masochism,F7
974,974,Mental Disorders,F7
975,975,Mental Illness,F7
976,976,Mood Disorders,F7
977,977,Multiple Personality Disorder,F7
978,978,Munchausen Syndrome,F7
979,979,Mutism,F7
980,980,Narcissistic Personality Disorder,F7
981,981,Nightmare Disorder,F7
982,982,Obsessive-Compulsive Disorders,F7
983,983,Obsessive-Compulsive Personality Disorder,F7
984,984,OCD,F7
985,985,ODD,F7
986,986,Oppositional Defiant Disorder,F7
987,987,Organic Mental Disorders,F7
988,988,Pain Disorders,F7
989,989,Panic Attacks,F7
990,990,Panic Disorder,F7
991,991,Paranoid Personality Disorder,F7
992,992,Paranoid Schizophrenia,F7
993,993,Paraphilias,F7
994,994,Parasomnias,F7
995,995,Passive-Aggressive Personality Disorder,F7
996,996,Pedophilia,F7
997,997,Personality Disorders,F7
998,998,Postpartum Depression,F7
999,999,Posttraumatic Stress Syndrome,F7
1000,1000,Pseudodementia,F7
1001,1001,Pseudopsychosis,F7
1002,1002,Psychiatric Illness,F7
1003,1003,Psychological Sexual Dysfunctions,F7
1004,1004,Psychotic Disorders,F7
1005,1005,Psychotic Disorders,F7
1006,1006,Pyromania,F7
1007,1007,Sadism,F7
1008,1008,Schizoid Personality Disorder,F7
1009,1009,Schizophrenia,F7
1010,1010,Schizotypal Personality Disorder,F7
1011,1011,Seasonal Affective Disorder,F7
1012,1012,Separation Anxiety,F7
1013,1013,Sexual & Gender Identity Disorders,F7
1014,1014,Sexual Arousal Disorders,F7
1015,1015,Sexual Desires Disorders,F7
1016,1016,Sexual Masochism,F7
1017,1017,Sexual Sadism,F7
1018,1018,Shared Paranoid Schizophrenia,F7
1019,1019,Sleep Disorders,F7
1020,1020,Sleep Terror Disorder,F7
1021,1021,Sleepwalking Disorders,F7
1022,1022,Social Phobia,F7
1023,1023,Somatoform Disorders,F7
1024,1024,Stereotypic Movement Disorder,F7
1025,1025,Stress Related Disorders,F7
1026,1026,Tic Disorders,F7
1027,1027,Tourette Syndrome,F7
1028,1028,Transvestic Fetishism,F7
1029,1029,Traumatic Psychoses,F7
1030,1030,Trichotillomania,F7
1031,1031,Vaginismus,F7
1032,1032,Voyeurism,F7
1033,1033,Multipurpose Mental Health Associations,F8
1034,1034,Achronplasia,G2
1035,1035,Alagille Syndrome,G2
1036,1036,Albinism,G2
1037,1037,Amaurotic Familial Idiocy,G2
1038,1038,Bardet-Biedl Syndrome,G2
1039,1039,Birth Defects,G2
1040,1040,Cerebral Palsy,G2
1041,1041,Charcot-Marie Disease,G2
1042,1042,Charcot-Marie-Tooth Disease,G2
1043,1043,Chromosome Disorders,G2
1044,1044,Clubfoot,G2
1045,1045,Coffin-Lowrey Syndrome,G2
1046,1046,Congenital Defects,G2
1047,1047,Cri-du-Chat Syndrome,G2
1048,1048,Crying Cat Syndrome,G2
1049,1049,Cryptorchidism,G2
1050,1050,Cystic Fibrosis,G2
1051,1051,Cytochrome-c Oxidase Deficiency,G2
1052,1052,Dandy-Walker Syndrome,G2
1053,1053,De Lange Syndrome,G2
1054,1054,Developmental Coordination Disorder,G2
1055,1055,Factor X Deficiency,G2
1056,1056,Fetal Alcohol Syndrome,G2
1057,1057,Fragile X Syndrome,G2
1058,1058,Friedreich Ataxia,G2
1059,1059,Genetic Diseases,G2
1060,1060,Hemophilia,G2
1061,1061,Hereditary Diseases,G2
1062,1062,Huntingtons Disease,G2
1063,1063,Jervell-Lange Nielsen Syndrome,G2
1064,1064,Kartagener Syndrome,G2
1065,1065,Klinefelter Syndrome,G2
1066,1066,Laurence-Moon Syndrome,G2
1067,1067,Leigh Disease,G2
1068,1068,Lesch-Nyhan Syndrome,G2
1069,1069,Littles Disease,G2
1070,1070,Lynch Syndrome,G2
1071,1071,March of Dimes,G2
1072,1072,Marfan Syndrome,G2
1073,1073,Martin-Bell Syndrome,G2
1074,1074,Mental Retardation,G2
1075,1075,Motor Skills Disorder,G2
1076,1076,Neurofibromatosis,G2
1077,1077,Oral-Facial Clefts,G2
1078,1078,Phenylketonuria,G2
1079,1079,PKU,G2
1080,1080,Porphyria,G2
1081,1081,Prader-Willi Syndrome,G2
1082,1082,Pseudoxanthoma Elasticum,G2
1083,1083,Pyruvate Carboxylase Deficiency Disease,G2
1084,1084,Pyruvate Dehydrogenase Complex Deficiency Disease,G2
1085,1085,Rett Disorder,G2
1086,1086,Rett Syndrome,G2
1087,1087,Retts Disorder,G2
1088,1088,Retts Syndrome,G2
1089,1089,Rett's Disorder,G2
1090,1090,Rett's Syndrome,G2
1091,1091,Rh Disease,G2
1092,1092,Romano-Ward Syndrome,G2
1093,1093,Rubinstein-Taybi Syndrome,G2
1094,1094,Sickle Cell,G2
1095,1095,Spina Bifida,G2
1096,1096,Sudden Infant Death,G2
1097,1097,Tay Sachs,G2
1098,1098,Testicular Feminization Syndrome,G2
1099,1099,Thalassemia,G2
1100,1100,Turner Syndrome,G2
1101,1101,Turners Syndrome,G2
1102,1102,WAGR Syndrome,G2
1103,1103,Werner Syndrome,G2
1104,1104,Williams Syndrome,G2
1105,1105,Xeroderma Pigmentosum,G2
1106,1106,Trisomy,G2
1107,1107,Down Anomaly,G2
1108,1108,Downs Anomaly,G2
1109,1109,Downs Syndrome,G2
1110,1110,Mongolism,G2
1111,1111,Trisomy 21,G2
1112,1112,Bladder Cancer,G3
1113,1113,Bone Cancer,G3
1114,1114,Burkitts Lymphoma,G3
1115,1115,Cancer,G3
1116,1116,Carcinoma,G3
1117,1117,Cervical Cancer,G3
1118,1118,Colon Cancer,G3
1119,1119,Colorectal Cancer,G3
1120,1120,Fallopian Tube Cancer,G3
1121,1121,Kaposi Sarcoma,G3
1122,1122,Leukemia,G3
1123,1123,Liver Cancer,G3
1124,1124,Lung Cancer,G3
1125,1125,Lymphoma,G3
1126,1126,Melanoma,G3
1127,1127,Multiple Myeloma,G3
1128,1128,Oral Cancer,G3
1129,1129,Ovarian Cancer,G3
1130,1130,Pagets Disease,G3
1131,1131,Pancreatic Cancer,G3
1132,1132,Prostate Cancer,G3
1133,1133,Rectal Cancer,G3
1134,1134,Renal Cancer,G3
1135,1135,Sarcoma,G3
1136,1136,Skin Cancer,G3
1137,1137,Stomach Cancer,G3
1138,1138,Testicular Cancer,G3
1139,1139,Uterine Cancer,G3
1140,1140,Vaginal Cancer,G3
1141,1141,Vulva Cancer,G3
1142,1142,Womens Cancer,G3
1143,1143,Breast cancer,G3
1144,1144,Alopecia,G4
1145,1145,Antitrypsin Deficiency,G4
1146,1146,Bedwetting,G4
1147,1147,Bladder Diseases,G4
1148,1148,Cystitis,G4
1149,1149,Diseases of the Spleen,G4
1150,1150,Dwarfism,G4
1151,1151,Dystrophic Epidermolysis Bullosa,G4
1152,1152,Endometriosis,G4
1153,1153,Enuresis,G4
1154,1154,Epididymitis,G4
1155,1155,Erectile Dysfunction,G4
1156,1156,Female Genital Diseases,G4
1157,1157,Genitourinary Diseases,G4
1158,1158,Hansens Disease,G4
1159,1159,Hematuria,G4
1160,1160,Hemoglobinuria,G4
1161,1161,Hepatitis,G4
1162,1162,Hydrocele,G4
1163,1163,Impotence,G4
1164,1164,Incontinence,G4
1165,1165,Infertility,G4
1166,1166,Leprosy,G4
1167,1167,Liver Diseases,G4
1168,1168,Male Genital Diseases,G4
1169,1169,Menopausal Disorders,G4
1170,1170,Oliguria,G4
1171,1171,Ovarian Cysts,G4
1172,1172,Penile Diseases,G4
1173,1173,Polyuria,G4
1174,1174,Prostatic Diseases,G4
1175,1175,Psoriasis,G4
1176,1176,Renal Failure,G4
1177,1177,Sjogrens Syndrome,G4
1178,1178,Skin Diseases,G4
1179,1179,Thyroid Diseases,G4
1180,1180,Ureteral Diseases,G4
1181,1181,Urethral Diseases,G4
1182,1182,Urinary Tract Infections,G4
1183,1183,Urination Disorders,G4
1184,1184,Urogenital Diseases,G4
1185,1185,Uterine Diseases,G4
1186,1186,Vaginal Diseases,G4
1187,1187,Vesico-Ureteral Reflux,G4
1188,1188,Vitiligo,G4
1189,1189,Vulvar Diseases,G4
1190,1190,Achromatic Vision,G4
1191,1191,Amaurosis,G4
1192,1192,Amblyopia,G4
1193,1193,Ametropia,G4
1194,1194,Aniseikonia,G4
1195,1195,Anisometropia,G4
1196,1196,Asthenopia,G4
1197,1197,Astigmatism,G4
1198,1198,Blindness,G4
1199,1199,Choroid Diseases,G4
1200,1200,Color Blindness,G4
1201,1201,Conjunctival Diseases,G4
1202,1202,Corneal Diseases,G4
1203,1203,Diochromatic Vision,G4
1204,1204,Diplopia,G4
1205,1205,Double Vision,G4
1206,1206,Duane Retraction Syndrome,G4
1207,1207,Eyelid Diseases,G4
1208,1208,Glaucoma,G4
1209,1209,Hemeralopia,G4
1210,1210,Hemianopsia,G4
1211,1211,Hyperopia,G4
1212,1212,Lacrimal Apparatus Diseases,G4
1213,1213,Lens Diseases,G4
1214,1214,Low Vision,G4
1215,1215,Macular Degeneration,G4
1216,1216,Miller Fisher Syndrome,G4
1217,1217,Myopia,G4
1218,1218,Night Blindness,G4
1219,1219,Nyctalopia,G4
1220,1220,Ocular Hypertension,G4
1221,1221,Ocular Hypotension,G4
1222,1222,Ocular Motility Disorders,G4
1223,1223,Optic Nerve Diseases,G4
1224,1224,Orbital Diseases,G4
1225,1225,Presbyopia,G4
1226,1226,Proliferative Vitreoretinopathy,G4
1227,1227,Pupil Disorders,G4
1228,1228,Refractive Errors,G4
1229,1229,Retenal Diseases,G4
1230,1230,Retinal Dysplasia,G4
1231,1231,Retinitis Pigmentosa,G4
1232,1232,Retinitis,G4
1233,1233,Scleral Diseases,G4
1234,1234,Scleritis,G4
1235,1235,Scotoma,G4
1236,1236,Scotoma,G4
1237,1237,Strabismus,G4
1238,1238,Tolosa-Hunt Syndrome,G4
1239,1239,Tunnel Vision,G4
1240,1240,Uveal Diseases,G4
1241,1241,Uvenitis,G4
1242,1242,Vision Disorders,G4
1243,1243,Vitreous Detachment,G4
1244,1244,Aneurysm,G4
1245,1245,Angina Pectoris,G4
1246,1246,Angiodysplasia,G4
1247,1247,Angioneurotic Edema,G4
1248,1248,Aortic Diseases,G4
1249,1249,Arrhythmia,G4
1250,1250,Arterial Occulsive Diseases,G4
1251,1251,Arteriosclerosis,G4
1252,1252,Arteritis,G4
1253,1253,Bradycardia,G4
1254,1254,Capillary Leak Syndrome,G4
1255,1255,Carcinoid Heart Disease,G4
1256,1256,Cardiac Arrest,G4
1257,1257,Cardiac Tamponade,G4
1258,1258,Cardiomegaly,G4
1259,1259,Cardiovascular Diseases,G4
1260,1260,Carotid Stenosis,G4
1261,1261,Congestive Heart Failure,G4
1262,1262,Coronary Thrombosis,G4
1263,1263,CREST Syndrome,G4
1264,1264,Dysrhythmia,G4
1265,1265,Embolism,G4
1266,1266,Endocarditis,G4
1267,1267,Erythromelalgia,G4
1268,1268,Fibromuscular Dysplasia,G4
1269,1269,Heart Aneurysm,G4
1270,1270,Heart Diseases,G4
1271,1271,Heart Valve Disease,G4
1272,1272,High Blood Pressure,G4
1273,1273,Hperemia,G4
1274,1274,Hypertension,G4
1275,1275,Hypertrophy,G4
1276,1276,Hypotension,G4
1277,1277,Ischemic Heart Disease,G4
1278,1278,Leriches Syndrome,G4
1279,1279,Low Blood Pressure,G4
1280,1280,Mesenteric Vascular Occulsion,G4
1281,1281,Mitral Valve Prolapse,G4
1282,1282,Myocardial Diseases,G4
1283,1283,Myocardial Infarction,G4
1284,1284,Myocardial Ischemia,G4
1285,1285,Paroxysmal Tachycardia,G4
1286,1286,Pericardial Effusion,G4
1287,1287,Pericarditis,G4
1288,1288,Peripheral Vascular Diseases,G4
1289,1289,Phlebitis,G4
1290,1290,Phlebolgy,G4
1291,1291,Pneumopericardium,G4
1292,1292,Polyarteritis Nodosa,G4
1293,1293,Postpericardiotomy Syndrome,G4
1294,1294,Postphlebitic Syndrome,G4
1295,1295,Pulmonary Heart Disease,G4
1296,1296,Pulmonary Veno-Occulsive Disease,G4
1297,1297,Raynauds Disease,G4
1298,1298,Retinal Vein Occulsion,G4
1299,1299,Rheumatic Heart Disease,G4
1300,1300,Scimitar Syndrome,G4
1301,1301,Shwartzman Phenomenon,G4
1302,1302,Stroke,G4
1303,1303,Spinal Cord Vascular Diseases,G4
1304,1304,Superior Vena Cava Syndrome,G4
1305,1305,Tachycardia,G4
1306,1306,Telangiectasis,G4
1307,1307,Thoracic Outlet Syndrome,G4
1308,1308,Thromboangiitis Obiterans,G4
1309,1309,Thrombophlebitis,G4
1310,1310,Thrombosis,G4
1311,1311,Varicose Veins,G4
1312,1312,Variococele,G4
1313,1313,Vascualr Fistula,G4
1314,1314,Vascular Diseases,G4
1315,1315,Vasculitis,G4
1316,1316,Vasuclar Hemostatic Disorders,G4
1317,1317,Venous Disorders,G4
1318,1318,Venous Insufficiency,G4
1319,1319,Ventricular Dysfunciton,G4
1320,1320,Waldenstrom Macroglobulinemia,G4
1321,1321,Anuria,G4
1322,1322,Cystic Kidney,G4
1323,1323,Fanconi Syndrome,G4
1324,1324,Glomerulonephritis,G4
1325,1325,Hemolytic-Uremic Syndrome,G4
1326,1326,Hepatorenal Syndrome,G4
1327,1327,Hydronephosis,G4
1328,1328,Kidney Calculi,G4
1329,1329,Kidney Cortex Necrosis,G4
1330,1330,Kidney Failure,G4
1331,1331,Kidney Papillary Necrosis,G4
1332,1332,Kidney Stones,G4
1333,1333,Nephritis,G4
1334,1334,Nephrocalcinosis,G4
1335,1335,Nephrosclerosis,G4
1336,1336,Nephrosis,G4
1337,1337,Nephrotic Syndrome,G4
1338,1338,Perinephritis,G4
1339,1339,Primary Hyperoxaluria,G4
1340,1340,Pyelitis,G4
1341,1341,Pyelonephritis,G4
1342,1342,Real Artery Obstruction,G4
1343,1343,Renal Failure,G4
1344,1344,Renal Hypertension,G4
1345,1345,Renal Osteodystrophy,G4
1346,1346,Uremia,G4
1347,1347,Asbestosis,G4
1348,1348,Berylliosis,G4
1349,1349,Black Lung Disease,G4
1350,1350,Bronchial Diseases,G4
1351,1351,Bronchiolitis Obliterans,G4
1352,1352,Bronchitis,G4
1353,1353,Bronchopulmonary Dysplasia,G4
1354,1354,Byssinosis,G4
1355,1355,Caplans Syndrome,G4
1356,1356,Dyspnea,G4
1357,1357,Emphysema,G4
1358,1358,Eosinophilic Granuloma,G4
1359,1359,Goodpasture Syndrome,G4
1360,1360,Hand-Schueller-Christian Syndrome,G4
1361,1361,Hemoptysis,G4
1362,1362,Hyaline Membrane Disease,G4
1363,1363,Interstitial Lung Diseases,G4
1364,1364,Langerhans-Cell Histiocytosis,G4
1365,1365,Letterer-Siwe Disease,G4
1366,1366,Lung Abscess,G4
1367,1367,Meconium Aspiration,G4
1368,1368,Middle Lobe Syndrome,G4
1369,1369,Non-Langerhans-Cell Histiocytosis,G4
1370,1370,Obstructive Lung Diseases,G4
1371,1371,Parasitic Lung Diseases,G4
1372,1372,Pleural Diseases,G4
1373,1373,Pleurisy,G4
1374,1374,Pleuropneumonia,G4
1375,1375,Pneumoconiosis,G4
1376,1376,Pneumonia,G4
1377,1377,Pulmonary Alveolar Proteinosis,G4
1378,1378,Pulmonary Coin Lesion,G4
1379,1379,Pulmonary Diseases,G4
1380,1380,Pulmonary Edema,G4
1381,1381,Pulmonary Embolism,G4
1382,1382,Pulmonary Eosinophilia,G4
1383,1383,Pulmonary Fibrosis,G4
1384,1384,Pulmonary Plasma Cell Granuloma,G4
1385,1385,Pulmonary Sarcoidosis,G4
1386,1386,Radiation Pneumonitis,G4
1387,1387,Respiration Disorders,G4
1388,1388,Respiratory Distress Syndrome,G4
1389,1389,Respiratory Insufficiency,G4
1390,1390,Respiratory System Diseases,G4
1391,1391,Respiratory Tract Diseases,G4
1392,1392,Siderosis,G4
1393,1393,Silicosis,G4
1394,1394,Silo Fillers Disease,G4
1395,1395,Tuberculosis,G4
1396,1396,Wegeners Granulomatosis,G4
1397,1397,Basal Ganglia Diseases,G4
1398,1398,Brain Damage,G4
1399,1399,Brain Diseases,G4
1400,1400,Brain Injury,G4
1401,1401,Brain Tumor,G4
1402,1402,Cerebellar Diseases,G4
1403,1403,Cerebrovascular Disorders,G4
1404,1404,Chorea Gravidarum,G4
1405,1405,Dejerine-Roussy Syndrome,G4
1406,1406,Encephalomalacia,G4
1407,1407,Hallervorden-Spatz Syndrome,G4
1408,1408,Head Injury,G4
1409,1409,Headache Disorders,G4
1410,1410,Intracranial Hypertension,G4
1411,1411,Intracranial Hypotension,G4
1412,1412,Migraine,G4
1413,1413,Seitelbergers Disease,G4
1414,1414,Thalamic Diseases,G4
1415,1415,Traumatic Brain Injury,G4
1416,1416,ALS,G5
1417,1417,Amyotrophic Lateral Sclerosis,G5
1418,1418,Arnold Chiari Syndrome,G5
1419,1419,Arthrogryposis,G5
1420,1420,Atrophic Muscular Disorders,G5
1421,1421,Autonomic Nervous System Diseases,G5
1422,1422,Batten Disease,G5
1423,1423,Bell Palsy,G5
1424,1424,Bell's Palsy,G5
1425,1425,Bone Diseases,G5
1426,1426,Bursitis,G5
1427,1427,Cartilage Diseases,G5
1428,1428,Central Nervous System Diseases,G5
1429,1429,Chronic Fatigue Syndrome,G5
1430,1430,Chronobiology Disorders,G5
1431,1431,Circadian Rhythm Sleep Disorders,G5
1432,1432,Connective Tissue Diseases,G5
1433,1433,De Quervain Disease,G5
1434,1434,Dysautonomia,G5
1435,1435,Fibromyalgia,G5
1436,1436,Guillain-Barre Syndrome,G5
1437,1437,Hemiplegia,G5
1438,1438,Jet Lag Syndrome,G5
1439,1439,Joint Diseases,G5
1440,1440,Lou Gehrig Disease,G5
1441,1441,Miller Fisher Syndrome,G5
1442,1442,Mitochondrial Myopathies,G5
1443,1443,MS,G5
1444,1444,Multiple Sclerosis,G5
1445,1445,Muscular Diseases,G5
1446,1446,Muscular Dystrophy,G5
1447,1447,Muscle Diseases,G5
1448,1448,Musculoskeletal & Connective Tissue Diseases,G5
1449,1449,Musculoskeletal Diseases,G5
1450,1450,Myasthenia Gravis,G5
1451,1451,Myoclonus,G5
1452,1452,Myositis,G5
1453,1453,Nervous System Diseases,G5
1454,1454,Nervous System Trauma,G5
1455,1455,Neurological Diseases,G5
1456,1456,Osteoporosis,G5
1457,1457,Parkinsons Disease,G5
1458,1458,Rheumatic Diseases,G5
1459,1459,Scheuermann Disease,G5
1460,1460,Scoliosis,G5
1461,1461,Spinal Cord Injury,G5
1462,1462,Spinal Diseases,G5
1463,1463,Spinal Disorders,G5
1464,1464,Spondylitis,G5
1465,1465,Spondylolisthesis,G5
1466,1466,Tendinitis,G5
1467,1467,Tennis Elbow,G5
1468,1468,Tenosynovitis,G5
1469,1469,Tietzes Syndrome,G5
1470,1470,Tuberous Sclerosis,G5
1471,1471,Ankylosing Spondylitis,G5
1472,1472,Chondrocalcinosis,G5
1473,1473,Gout,G5
1474,1474,Neurotrophic Arthritis,G5
1475,1475,Osteoathritis,G5
1476,1476,Palindromic Arthritis,G5
1477,1477,Psoriatic Arthritis,G5
1478,1478,Reiter Disease,G5
1479,1479,Rheumatism,G5
1480,1480,Rheumatoid Arthritis,G5
1481,1481,Spondylarthritis,G5
1482,1482,Grand Mal,G5
1483,1483,Haut Mal,G5
1484,1484,Petit Mal,G5
1485,1485,Allergies,G6
1486,1486,Anaphylaxis,G6
1487,1487,Angioneurotic Edema,G6
1488,1488,Drug Hypersensitivity,G6
1489,1489,Environmental Illness,G6
1490,1490,Food Allergies,G6
1491,1491,Food Hypersensitivity,G6
1492,1492,Hay Fever,G6
1493,1493,Hives,G6
1494,1494,Hypersensitivity,G6
1495,1495,Latex Hypersensitivity,G6
1496,1496,Multiple Chemical Sensitivities,G6
1497,1497,Rhinitis,G6
1498,1498,Sick Building Syndrome,G6
1499,1499,Urticaria,G6
1500,1500,Wissler Syndrome,G6
1501,1501,Bronchial Asthma,G6
1502,1502,Status Asthmaticus,G6
1503,1503,Abdominal Pain,G7
1504,1504,Biliary Tract Diseases,G7
1505,1505,Colitis,G7
1506,1506,Crohns Disease,G7
1507,1507,Curlings Ulcer,G7
1508,1508,Diarrhea,G7
1509,1509,Digestive System Diseases,G7
1510,1510,Diverticulosis,G7
1511,1511,Duodenal Ulcer,G7
1512,1512,Esophageal Diseases,G7
1513,1513,Gallbladder Diseases,G7
1514,1514,Gastroenteritis,G7
1515,1515,Gastrointestinal Diseases,G7
1516,1516,Hernia,G7
1517,1517,Ileitis,G7
1518,1518,Intestinal Diseases,G7
1519,1519,Jaundice,G7
1520,1520,Mesenteric Vascular Occlusion,G7
1521,1521,Pancreatic Diseases,G7
1522,1522,Pancreatic Diseases,G7
1523,1523,Peptic Ulcer,G7
1524,1524,Peritoneal Diseases,G7
1525,1525,Protein-Losing Enteropathies,G7
1526,1526,Stomach Diseases,G7
1527,1527,Stomach Ulcer,G7
1528,1528,Visceroptosis,G7
1529,1529,Achlorhydria,G8
1530,1530,Achylia Gastrica,G8
1531,1531,Acne,G8
1532,1532,Acneiform Eruptions,G8
1533,1533,Acquired Language Disorders,G8
1534,1534,Addisons Disease,G8
1535,1535,Adiposis Dolorosa,G8
1536,1536,Agent Orange,G8
1537,1537,Agraphia,G8
1538,1538,Alcoholism,G8
1539,1539,Alopecia,G8
1540,1540,Antitrypsin Deficiency,G8
1541,1541,Amebiasis,G8
1542,1542,Amyloidosis,G8
1543,1543,Anemia,G8
1544,1544,Anomia,G8
1545,1545,Aphasia,G8
1546,1546,Articulation Disorders,G8
1547,1547,Avitaminosis,G8
1548,1548,Besnier-Boeck Disease,G8
1549,1549,Blind Loop Syndrome,G8
1550,1550,Boecks Sarcoid Disease,G8
1551,1551,Bovine Spongiform Encephalopathy (BSE),G8
1552,1552,Breast Diseases,G8
1553,1553,Burns,G8
1554,1554,Calcium Metabolism Disorders,G8
1555,1555,Carpal Tunnel Syndrome,G8
1556,1556,Cavernous Hemangioma,G8
1557,1557,Celiac Disease,G8
1558,1558,Chiari-Frommel Syndrome,G8
1559,1559,Child Nutrition Disorders,G8
1560,1560,Chlamydia,G8
1561,1561,Cholera,G8
1562,1562,Coagulation Defects,G8
1563,1563,Communications Disorders,G8
1564,1564,Cretinism,G8
1565,1565,Creutzfeldt-Jakob Disease,G8
1566,1566,Cryoglobulinemia,G8
1567,1567,Cushing Syndrome,G8
1568,1568,Deficiency Diseases,G8
1569,1569,Dengue Fever,G8
1570,1570,Dermatitis,G8
1571,1571,Dermatomyositis,G8
1572,1572,Dermatoses,G8
1573,1573,Desert Storm Syndrome,G8
1574,1574,Diabetes,G8
1575,1575,Dwarfism,G8
1576,1576,Dysarthria,G8
1577,1577,Dyslexia,G8
1578,1578,Dystrophic Epidermolysis Bullosa,G8
1579,1579,Ebola Virus Hemorrhagic Fever,G8
1580,1580,Echolalia,G8
1581,1581,Eczema,G8
1582,1582,Ehlers-Danlos Syndrome,G8
1583,1583,Encephalitis,G8
1584,1584,Endocrine Diseases,G8
1585,1585,Epstein-Barr Virus,G8
1586,1586,Erythema,G8
1587,1587,Euthyroid Sick Syndromes,G8
1588,1588,Exanthema,G8
1589,1589,Expressive Language Disorder,G8
1590,1590,Fifth Disease,G8
1591,1591,Food Poisoning,G8
1592,1592,Foodborne Infections,G8
1593,1593,Foot Diseases,G8
1594,1594,Frommels Disease,G8
